"n","k","beta1","beta2","beta3","rep","LC"
10000,10,0.1,10,0.1,17,0
10000,10,0.1,10,0.1,18,0
10000,10,0.1,10,0.1,19,0
10000,10,0.1,10,0.1,20,0
10000,10,0.1,10,0.1,21,0
10000,10,0.1,10,0.1,22,0
10000,10,0.1,10,0.1,23,0
10000,10,0.1,10,0.1,24,0
10000,10,0.1,10,0.1,25,0
10000,10,0.1,10,0.1,26,0
10000,10,0.1,10,0.1,27,0
10000,10,0.1,10,0.1,28,0
10000,10,0.1,10,0.1,29,0
10000,10,0.1,10,0.1,30,0
100,50,0.1,10,0.1,1,5.7610009837009e-08
100,50,0.1,10,0.1,2,0.000155754673833766
100,50,0.1,10,0.1,3,2.71729180659997e-05
100,50,0.1,10,0.1,4,0.0134133592240057
100,50,0.1,10,0.1,5,5.01450220017013e+43
100,50,0.1,10,0.1,6,2.3266907895336e-10
100,50,0.1,10,0.1,7,4.1957193386977e-05
100,50,0.1,10,0.1,8,2.10076054070841e-05
100,50,0.1,10,0.1,9,0.0724860185104374
100,50,0.1,10,0.1,10,0.000913990066813912
100,50,0.1,10,0.1,11,1.05283296207578e-05
100,50,0.1,10,0.1,12,3.87426727961133e-09
100,50,0.1,10,0.1,13,1.29942831537118e-10
100,50,0.1,10,0.1,14,7.8827584638209e-06
100,50,0.1,10,0.1,15,3.24759089230501e-06
100,50,0.1,10,0.1,16,0.000170617358912356
100,50,0.1,10,0.1,17,3.47443350062826e-05
100,50,0.1,10,0.1,18,1.03817638948e-06
100,50,0.1,10,0.1,19,9.29930863436801e-07
100,50,0.1,10,0.1,20,1
100,50,0.1,10,0.1,21,0.000118383363421691
100,50,0.1,10,0.1,22,5.43597324071649e-08
100,50,0.1,10,0.1,23,6.14854152249423e-06
100,50,0.1,10,0.1,24,1.49281708918633e-06
100,50,0.1,10,0.1,25,4.40067590677094e-05
100,50,0.1,10,0.1,26,8.73652401349526e-06
100,50,0.1,10,0.1,27,1
100,50,0.1,10,0.1,28,1.09608452550591e-06
100,50,0.1,10,0.1,29,0.0691579793578349
100,50,0.1,10,0.1,30,4.76102461728299e-07
1000,50,0.1,10,0.1,1,3.07229888763912e-56
1000,50,0.1,10,0.1,2,8.32589560889855e-54
1000,50,0.1,10,0.1,3,6.69404097401576e-70
1000,50,0.1,10,0.1,4,2.35467903522505e-64
1000,50,0.1,10,0.1,5,9.11244241575486e-64
1000,50,0.1,10,0.1,6,1.05180848005397e-73
1000,50,0.1,10,0.1,7,4.51507793874168e-67
1000,50,0.1,10,0.1,8,8.58929619574267e-79
1000,50,0.1,10,0.1,9,5.60586608170785e-76
1000,50,0.1,10,0.1,10,1.46579265531061e-70
1000,50,0.1,10,0.1,11,1.7745561767857e-80
1000,50,0.1,10,0.1,12,4.25628815554172e-64
1000,50,0.1,10,0.1,13,1.5868123131016e-56
1000,50,0.1,10,0.1,14,1.41705119733051e-76
1000,50,0.1,10,0.1,15,3.78869849908286e-74
1000,50,0.1,10,0.1,16,8.00222787583704e-65
1000,50,0.1,10,0.1,17,6.06454741702084e-71
1000,50,0.1,10,0.1,18,1.15387395153839e-68
1000,50,0.1,10,0.1,19,7.27501577155652e-76
1000,50,0.1,10,0.1,20,1.06282474304897e-69
1000,50,0.1,10,0.1,21,5.64762805461229e-66
1000,50,0.1,10,0.1,22,1.07940831521527e-72
1000,50,0.1,10,0.1,23,3.11684221103903e-59
1000,50,0.1,10,0.1,24,1.14839344953777e-65
1000,50,0.1,10,0.1,25,3.39651827082938e-64
1000,50,0.1,10,0.1,26,1.80225015779648e-72
1000,50,0.1,10,0.1,27,5.31634542032951e-60
1000,50,0.1,10,0.1,28,2.69537473662266e-72
1000,50,0.1,10,0.1,29,5.65549638355825e-60
1000,50,0.1,10,0.1,30,1.06385320777315e-66
10000,50,0.1,10,0.1,1,0
10000,50,0.1,10,0.1,2,0
10000,50,0.1,10,0.1,3,0
10000,50,0.1,10,0.1,4,0
10000,50,0.1,10,0.1,5,0
10000,50,0.1,10,0.1,6,0
10000,50,0.1,10,0.1,7,0
10000,50,0.1,10,0.1,8,0
10000,50,0.1,10,0.1,9,0
10000,50,0.1,10,0.1,10,0
10000,50,0.1,10,0.1,11,0
10000,50,0.1,10,0.1,12,0
10000,50,0.1,10,0.1,13,0
10000,50,0.1,10,0.1,14,0
10000,50,0.1,10,0.1,15,0
10000,50,0.1,10,0.1,16,0
10000,50,0.1,10,0.1,17,0
10000,50,0.1,10,0.1,18,0
10000,50,0.1,10,0.1,19,0
10000,50,0.1,10,0.1,20,0
10000,50,0.1,10,0.1,21,0
10000,50,0.1,10,0.1,22,0
10000,50,0.1,10,0.1,23,0
10000,50,0.1,10,0.1,24,0
10000,50,0.1,10,0.1,25,0
10000,50,0.1,10,0.1,26,0
10000,50,0.1,10,0.1,27,0
10000,50,0.1,10,0.1,28,0
10000,50,0.1,10,0.1,29,0
10000,50,0.1,10,0.1,30,0
100,100,0.1,10,0.1,1,5.89611332788796e-07
100,100,0.1,10,0.1,2,0.000114551310488233
100,100,0.1,10,0.1,3,0.000205188775360623
100,100,0.1,10,0.1,4,0.000169615586428972
100,100,0.1,10,0.1,5,3.14846937985015e-07
100,100,0.1,10,0.1,6,0.0136527624006272
100,100,0.1,10,0.1,7,0.000884126993667616
100,100,0.1,10,0.1,8,7.0817269464393e-05
100,100,0.1,10,0.1,9,0.048452531303234
100,100,0.1,10,0.1,10,0.00413859336046837
100,100,0.1,10,0.1,11,0.000162833441421767
100,100,0.1,10,0.1,12,0.00550174326306199
100,100,0.1,10,0.1,13,3.18639544658416e-05
100,100,0.1,10,0.1,14,1.38219771318985e-05
100,100,0.1,10,0.1,15,3.58001407731956e-06
100,100,0.1,10,0.1,16,0.000270356293647549
100,100,0.1,10,0.1,17,0.000186599764220493
100,100,0.1,10,0.1,18,1.22510111638956e-06
100,100,0.1,10,0.1,19,5.71964263978837e-08
100,100,0.1,10,0.1,20,0.000299707924233041
100,100,0.1,10,0.1,21,3.02356571626052e-07
100,100,0.1,10,0.1,22,0.00835724871519583
100,100,0.1,10,0.1,23,2.96465636849167e-06
100,100,0.1,10,0.1,24,1
100,100,0.1,10,0.1,25,2.34910106997916e-06
100,100,0.1,10,0.1,26,1.50320406912474e-06
100,100,0.1,10,0.1,27,0.065391139720427
100,100,0.1,10,0.1,28,2.62499402711549e-10
100,100,0.1,10,0.1,29,1
100,100,0.1,10,0.1,30,3.74234881952346e-08
1000,100,0.1,10,0.1,1,9.91529972784453e-63
1000,100,0.1,10,0.1,2,1.2283189791953e-66
1000,100,0.1,10,0.1,3,1.78661775226065e-77
1000,100,0.1,10,0.1,4,1.58949470191176e-70
1000,100,0.1,10,0.1,5,9.37225378439607e-68
1000,100,0.1,10,0.1,6,6.49859951905868e-67
1000,100,0.1,10,0.1,7,4.6041155987683e-61
1000,100,0.1,10,0.1,8,7.11431226709489e-72
1000,100,0.1,10,0.1,9,1.42110402602931e-70
1000,100,0.1,10,0.1,10,3.56991719382311e-70
1000,100,0.1,10,0.1,11,2.8643621343123e-66
1000,100,0.1,10,0.1,12,1.03380166666572e-65
1000,100,0.1,10,0.1,13,1.33903312587259e-61
1000,100,0.1,10,0.1,14,6.43048163967967e-67
1000,100,0.1,10,0.1,15,6.80973452723797e-69
1000,100,0.1,10,0.1,16,6.72801374636955e-62
1000,100,0.1,10,0.1,17,7.7695342696617e-79
1000,100,0.1,10,0.1,18,1.01844882714444e-69
1000,100,0.1,10,0.1,19,4.60764323529289e-81
1000,100,0.1,10,0.1,20,4.53044372541354e-75
1000,100,0.1,10,0.1,21,1.21746103266628e-55
1000,100,0.1,10,0.1,22,3.11040420522544e-76
1000,100,0.1,10,0.1,23,3.33095797352156e-59
1000,100,0.1,10,0.1,24,7.70647263244762e-77
1000,100,0.1,10,0.1,25,2.87803967404961e-69
1000,100,0.1,10,0.1,26,8.33362353068093e-72
1000,100,0.1,10,0.1,27,1.40473956622005e-64
1000,100,0.1,10,0.1,28,3.08662735648047e-69
1000,100,0.1,10,0.1,29,5.17165954921881e-67
1000,100,0.1,10,0.1,30,9.62197612491906e-74
10000,100,0.1,10,0.1,1,0
10000,100,0.1,10,0.1,2,0
10000,100,0.1,10,0.1,3,0
10000,100,0.1,10,0.1,4,0
10000,100,0.1,10,0.1,5,0
10000,100,0.1,10,0.1,6,0
10000,100,0.1,10,0.1,7,0
10000,100,0.1,10,0.1,8,0
10000,100,0.1,10,0.1,9,0
10000,100,0.1,10,0.1,10,0
10000,100,0.1,10,0.1,11,0
10000,100,0.1,10,0.1,12,0
10000,100,0.1,10,0.1,13,0
10000,100,0.1,10,0.1,14,0
10000,100,0.1,10,0.1,15,0
10000,100,0.1,10,0.1,16,0
10000,100,0.1,10,0.1,17,0
10000,100,0.1,10,0.1,18,0
10000,100,0.1,10,0.1,19,0
10000,100,0.1,10,0.1,20,0
10000,100,0.1,10,0.1,21,0
10000,100,0.1,10,0.1,22,0
10000,100,0.1,10,0.1,23,0
10000,100,0.1,10,0.1,24,0
10000,100,0.1,10,0.1,25,0
10000,100,0.1,10,0.1,26,0
10000,100,0.1,10,0.1,27,0
10000,100,0.1,10,0.1,28,0
10000,100,0.1,10,0.1,29,0
10000,100,0.1,10,0.1,30,0
100,500,0.1,10,0.1,1,0.754900883529665
100,500,0.1,10,0.1,2,0.000170632896798045
100,500,0.1,10,0.1,3,0.000149808051968822
100,500,0.1,10,0.1,4,0.000264175203435655
100,500,0.1,10,0.1,5,0.00716724484885093
100,500,0.1,10,0.1,6,9.05905508823183e-05
100,500,0.1,10,0.1,7,0.00365763474896302
100,500,0.1,10,0.1,8,9.79630489067788e-08
100,500,0.1,10,0.1,9,5.09091124985719e-05
100,500,0.1,10,0.1,10,1.68724163745031e-06
100,500,0.1,10,0.1,11,3.55305903249991e-05
100,500,0.1,10,0.1,12,0.000420187497345115
100,500,0.1,10,0.1,13,0.0048271158353167
100,500,0.1,10,0.1,14,3.58301549713085e-09
100,500,0.1,10,0.1,15,1.54612120914807e-06
100,500,0.1,10,0.1,16,3.61872077186916e-06
100,500,0.1,10,0.1,17,4.70801591683888e-05
100,500,0.1,10,0.1,18,0.0129538737318233
100,500,0.1,10,0.1,19,5.49008920976841e-06
100,500,0.1,10,0.1,20,372.201452924804
100,500,0.1,10,0.1,21,2.7218335877641e-05
100,500,0.1,10,0.1,22,0.00021556789357255
100,500,0.1,10,0.1,23,1
100,500,0.1,10,0.1,24,0.000582173667764556
100,500,0.1,10,0.1,25,0.00983758535138408
100,500,0.1,10,0.1,26,3.37030752091651e-07
100,500,0.1,10,0.1,27,0.0350408428737108
100,500,0.1,10,0.1,28,2.62860321955408e-07
100,500,0.1,10,0.1,29,7176.35413784636
100,500,0.1,10,0.1,30,5.86920859479949e-07
1000,500,0.1,10,0.1,1,1.35529883436833e-61
1000,500,0.1,10,0.1,2,4.12640807600681e-54
1000,500,0.1,10,0.1,3,1.15320685018142e-71
1000,500,0.1,10,0.1,4,3.68520248641248e-72
1000,500,0.1,10,0.1,5,3.91172137174291e-60
1000,500,0.1,10,0.1,6,2.65691956641499e-59
1000,500,0.1,10,0.1,7,1.41020136645186e-58
1000,500,0.1,10,0.1,8,2.46162950455996e-75
1000,500,0.1,10,0.1,9,5.27530691688413e-83
1000,500,0.1,10,0.1,10,3.19567601704638e-70
1000,500,0.1,10,0.1,11,1.0882245559805e-67
1000,500,0.1,10,0.1,12,1.27132951009671e-66
1000,500,0.1,10,0.1,13,3.90026458613802e-73
1000,500,0.1,10,0.1,14,2.47789091025772e-68
1000,500,0.1,10,0.1,15,3.84166822262337e-77
1000,500,0.1,10,0.1,16,3.12243806038727e-68
1000,500,0.1,10,0.1,17,2.12887703930243e-72
1000,500,0.1,10,0.1,18,8.63066189566889e-77
1000,500,0.1,10,0.1,19,6.79310204779824e-70
1000,500,0.1,10,0.1,20,1.29132503229408e-74
1000,500,0.1,10,0.1,21,1.76319334222997e-65
1000,500,0.1,10,0.1,22,5.17453628754183e-69
1000,500,0.1,10,0.1,23,1.53051955747905e-60
1000,500,0.1,10,0.1,24,3.57277013131851e-74
1000,500,0.1,10,0.1,25,3.29241337939308e-68
1000,500,0.1,10,0.1,26,5.50326354416725e-58
1000,500,0.1,10,0.1,27,3.94137360846942e-69
1000,500,0.1,10,0.1,28,1.02523598871506e-75
1000,500,0.1,10,0.1,29,1.30347418298766e-66
1000,500,0.1,10,0.1,30,2.65372633239013e-75
10000,500,0.1,10,0.1,1,0
10000,500,0.1,10,0.1,2,0
10000,500,0.1,10,0.1,3,0
10000,500,0.1,10,0.1,4,0
10000,500,0.1,10,0.1,5,0
10000,500,0.1,10,0.1,6,0
10000,500,0.1,10,0.1,7,0
10000,500,0.1,10,0.1,8,0
10000,500,0.1,10,0.1,9,0
10000,500,0.1,10,0.1,10,0
10000,500,0.1,10,0.1,11,0
10000,500,0.1,10,0.1,12,0
10000,500,0.1,10,0.1,13,0
10000,500,0.1,10,0.1,14,0
10000,500,0.1,10,0.1,15,0
10000,500,0.1,10,0.1,16,0
10000,500,0.1,10,0.1,17,0
10000,500,0.1,10,0.1,18,0
10000,500,0.1,10,0.1,19,0
10000,500,0.1,10,0.1,20,0
10000,500,0.1,10,0.1,21,0
10000,500,0.1,10,0.1,22,0
10000,500,0.1,10,0.1,23,0
10000,500,0.1,10,0.1,24,0
10000,500,0.1,10,0.1,25,0
10000,500,0.1,10,0.1,26,0
10000,500,0.1,10,0.1,27,0
10000,500,0.1,10,0.1,28,0
10000,500,0.1,10,0.1,29,0
10000,500,0.1,10,0.1,30,0
100,2000,0.1,10,0.1,1,0.00151982047742608
100,2000,0.1,10,0.1,2,0.0011824879730472
100,2000,0.1,10,0.1,3,5.37547927156328e-07
100,2000,0.1,10,0.1,4,9.95236417207782e-06
100,2000,0.1,10,0.1,5,0.000344860765918544
100,2000,0.1,10,0.1,6,3.39087014516282e-06
100,2000,0.1,10,0.1,7,5.8993012342084e-05
100,2000,0.1,10,0.1,8,7.17788476947439e-07
100,2000,0.1,10,0.1,9,0.00207244952552428
100,2000,0.1,10,0.1,10,2.36140560371575e-05
100,2000,0.1,10,0.1,11,1.31660349923324e-06
100,2000,0.1,10,0.1,12,8.83805707229539e-06
100,2000,0.1,10,0.1,13,0.146013209378511
100,2000,0.1,10,0.1,14,0.00330505778904552
100,2000,0.1,10,0.1,15,1.60101371593964e-05
100,2000,0.1,10,0.1,16,0.057025913903929
100,2000,0.1,10,0.1,17,3483.66847266933
100,2000,0.1,10,0.1,18,2.26707582559169e-07
100,2000,0.1,10,0.1,19,1.28762858631763e-05
100,2000,0.1,10,0.1,20,4.52913534198274e-08
100,2000,0.1,10,0.1,21,1
100,2000,0.1,10,0.1,22,1.2237032556721e-06
100,2000,0.1,10,0.1,23,0.00316390393926025
100,2000,0.1,10,0.1,24,4.33566344220311e-05
100,2000,0.1,10,0.1,25,0.00681338289520847
100,2000,0.1,10,0.1,26,4.32709846100268e-06
100,2000,0.1,10,0.1,27,0.00153968246791101
100,2000,0.1,10,0.1,28,0.003330929943697
100,2000,0.1,10,0.1,29,1
100,2000,0.1,10,0.1,30,4.58943676205154e-06
1000,2000,0.1,10,0.1,1,3.51406550526515e-63
1000,2000,0.1,10,0.1,2,2.61187149778299e-61
1000,2000,0.1,10,0.1,3,1.24373590173285e-61
1000,2000,0.1,10,0.1,4,7.48921102618686e-66
1000,2000,0.1,10,0.1,5,3.7543563708185e-71
1000,2000,0.1,10,0.1,6,7.78940403446339e-74
1000,2000,0.1,10,0.1,7,3.01767987652795e-73
1000,2000,0.1,10,0.1,8,1.12530509853164e-74
1000,2000,0.1,10,0.1,9,1.08265538412965e-66
1000,2000,0.1,10,0.1,10,5.25215656376123e-70
1000,2000,0.1,10,0.1,11,1.94827784704032e-68
1000,2000,0.1,10,0.1,12,1.03262640299109e-63
1000,2000,0.1,10,0.1,13,3.15232809757941e-59
1000,2000,0.1,10,0.1,14,9.79029414893131e-72
1000,2000,0.1,10,0.1,15,1.94607582193059e-68
1000,2000,0.1,10,0.1,16,1.67159230059919e-55
1000,2000,0.1,10,0.1,17,1.59072967869212e-63
1000,2000,0.1,10,0.1,18,9.31182790593394e-66
1000,2000,0.1,10,0.1,19,7.55958024172737e-68
1000,2000,0.1,10,0.1,20,5.95827125834744e-68
1000,2000,0.1,10,0.1,21,1.84578896084939e-72
1000,2000,0.1,10,0.1,22,4.94821056951745e-61
1000,2000,0.1,10,0.1,23,2.3042785717749e-67
1000,2000,0.1,10,0.1,24,6.65393360465846e-72
1000,2000,0.1,10,0.1,25,2.18144190188235e-64
1000,2000,0.1,10,0.1,26,3.68803371910178e-71
1000,2000,0.1,10,0.1,27,7.85576142173999e-69
1000,2000,0.1,10,0.1,28,1.43387283624835e-71
1000,2000,0.1,10,0.1,29,6.50529970776343e-63
1000,2000,0.1,10,0.1,30,1.66496834265511e-72
10000,2000,0.1,10,0.1,1,0
10000,2000,0.1,10,0.1,2,0
10000,2000,0.1,10,0.1,3,0
10000,2000,0.1,10,0.1,4,0
10000,2000,0.1,10,0.1,5,0
10000,2000,0.1,10,0.1,6,0
10000,2000,0.1,10,0.1,7,0
10000,2000,0.1,10,0.1,8,0
10000,2000,0.1,10,0.1,9,0
10000,2000,0.1,10,0.1,10,0
10000,2000,0.1,10,0.1,11,0
10000,2000,0.1,10,0.1,12,0
10000,2000,0.1,10,0.1,13,0
10000,2000,0.1,10,0.1,14,0
10000,2000,0.1,10,0.1,15,0
10000,2000,0.1,10,0.1,16,0
10000,2000,0.1,10,0.1,17,0
10000,2000,0.1,10,0.1,18,0
10000,2000,0.1,10,0.1,19,0
10000,2000,0.1,10,0.1,20,0
10000,2000,0.1,10,0.1,21,0
10000,2000,0.1,10,0.1,22,0
10000,2000,0.1,10,0.1,23,0
10000,2000,0.1,10,0.1,24,0
10000,2000,0.1,10,0.1,25,0
10000,2000,0.1,10,0.1,26,0
10000,2000,0.1,10,0.1,27,0
10000,2000,0.1,10,0.1,28,0
10000,2000,0.1,10,0.1,29,0
10000,2000,0.1,10,0.1,30,0
100,5000,0.1,10,0.1,1,0.000321990835278202
100,5000,0.1,10,0.1,2,0.0745332117304183
100,5000,0.1,10,0.1,3,0.000482962174404934
100,5000,0.1,10,0.1,4,2.4418674107376e-05
100,5000,0.1,10,0.1,5,9.93606838306556e-06
100,5000,0.1,10,0.1,6,0.0061417615960515
100,5000,0.1,10,0.1,7,0.00112094821512855
100,5000,0.1,10,0.1,8,0.00041263813159379
100,5000,0.1,10,0.1,9,1.69501442019424e-05
100,5000,0.1,10,0.1,10,0.0136978245315772
100,5000,0.1,10,0.1,11,1
100,5000,0.1,10,0.1,12,0.0107749385977139
100,5000,0.1,10,0.1,13,6.64887483035182e-06
100,5000,0.1,10,0.1,14,1.06625497949761e-05
100,5000,0.1,10,0.1,15,1.22466374720859e-05
100,5000,0.1,10,0.1,16,0.00445896825986135
100,5000,0.1,10,0.1,17,0.0395695736662204
100,5000,0.1,10,0.1,18,4.5109028241947e-08
100,5000,0.1,10,0.1,19,0.999999999999972
100,5000,0.1,10,0.1,20,6.85591596817393e-09
100,5000,0.1,10,0.1,21,1
100,5000,0.1,10,0.1,22,0.488872592240333
100,5000,0.1,10,0.1,23,1.17293856383087
100,5000,0.1,10,0.1,24,1
100,5000,0.1,10,0.1,25,7.1871009094123e-06
100,5000,0.1,10,0.1,26,0.429848546042871
100,5000,0.1,10,0.1,27,1
100,5000,0.1,10,0.1,28,7.77717146960768e-05
100,5000,0.1,10,0.1,29,0.00968799547541376
100,5000,0.1,10,0.1,30,7.33478880303084e-06
1000,5000,0.1,10,0.1,1,3.08571796150269e-64
1000,5000,0.1,10,0.1,2,2.75165470699071e-72
1000,5000,0.1,10,0.1,3,1.17018084114357e-78
1000,5000,0.1,10,0.1,4,3.60106818071047e-56
1000,5000,0.1,10,0.1,5,1.39018918805549e-74
1000,5000,0.1,10,0.1,6,1.12761874552832e-81
1000,5000,0.1,10,0.1,7,4.18509139710525e-63
1000,5000,0.1,10,0.1,8,1.31791619243381e-68
1000,5000,0.1,10,0.1,9,1.51104814875652e-67
1000,5000,0.1,10,0.1,10,3.14179688878542e-68
1000,5000,0.1,10,0.1,11,3.73690269636309e-68
1000,5000,0.1,10,0.1,12,3.54091427542739e-70
1000,5000,0.1,10,0.1,13,1.70855335401136e-69
1000,5000,0.1,10,0.1,14,2.58622670358046e-67
1000,5000,0.1,10,0.1,15,6.84249227876566e-74
1000,5000,0.1,10,0.1,16,1.23195453802659e-59
1000,5000,0.1,10,0.1,17,4.27180246323722e-70
1000,5000,0.1,10,0.1,18,5.29359137246679e-68
1000,5000,0.1,10,0.1,19,1.99408568267363e-72
1000,5000,0.1,10,0.1,20,1.2948546199712e-71
1000,5000,0.1,10,0.1,21,2.18848813964658e-72
1000,5000,0.1,10,0.1,22,2.17559605113326e-64
1000,5000,0.1,10,0.1,23,1.85120645660609e-66
1000,5000,0.1,10,0.1,24,7.45349464968532e-78
1000,5000,0.1,10,0.1,25,7.21267784145322e-67
1000,5000,0.1,10,0.1,26,1.19711855749714e-56
1000,5000,0.1,10,0.1,27,9.58545551522267e-71
1000,5000,0.1,10,0.1,28,5.14872386447703e-72
1000,5000,0.1,10,0.1,29,5.500742702658e-56
1000,5000,0.1,10,0.1,30,7.12594112856533e-66
10000,5000,0.1,10,0.1,1,0
10000,5000,0.1,10,0.1,2,0
10000,5000,0.1,10,0.1,3,0
10000,5000,0.1,10,0.1,4,0
10000,5000,0.1,10,0.1,5,0
10000,5000,0.1,10,0.1,6,0
10000,5000,0.1,10,0.1,7,0
10000,5000,0.1,10,0.1,8,0
10000,5000,0.1,10,0.1,9,0
10000,5000,0.1,10,0.1,10,0
10000,5000,0.1,10,0.1,11,0
10000,5000,0.1,10,0.1,12,0
10000,5000,0.1,10,0.1,13,0
10000,5000,0.1,10,0.1,14,0
10000,5000,0.1,10,0.1,15,0
10000,5000,0.1,10,0.1,16,0
10000,5000,0.1,10,0.1,17,0
10000,5000,0.1,10,0.1,18,0
10000,5000,0.1,10,0.1,19,0
10000,5000,0.1,10,0.1,20,0
10000,5000,0.1,10,0.1,21,0
10000,5000,0.1,10,0.1,22,0
10000,5000,0.1,10,0.1,23,0
10000,5000,0.1,10,0.1,24,0
10000,5000,0.1,10,0.1,25,0
10000,5000,0.1,10,0.1,26,0
10000,5000,0.1,10,0.1,27,0
10000,5000,0.1,10,0.1,28,0
10000,5000,0.1,10,0.1,29,0
10000,5000,0.1,10,0.1,30,0
100,10,1,10,0.1,1,2.58782415723736e-06
100,10,1,10,0.1,2,3.47834671204137e-05
100,10,1,10,0.1,3,1.70034175135202e-06
100,10,1,10,0.1,4,0.000749157475641992
100,10,1,10,0.1,5,3.64510202221462e-05
100,10,1,10,0.1,6,5.90064259294276e-06
100,10,1,10,0.1,7,5.92566033791085e-06
100,10,1,10,0.1,8,1.51395814396471e-05
100,10,1,10,0.1,9,5.08473311319353e-07
100,10,1,10,0.1,10,0.000260712550772523
100,10,1,10,0.1,11,0.000258300388583207
100,10,1,10,0.1,12,5.65605305349385e-05
100,10,1,10,0.1,13,9.72407466628369e-06
100,10,1,10,0.1,14,2.35453632482846e-06
100,10,1,10,0.1,15,1.48342297335123e-08
100,10,1,10,0.1,16,2.88348930475647e-07
100,10,1,10,0.1,17,0.016431236169656
100,10,1,10,0.1,18,3.35354312591686e-08
100,10,1,10,0.1,19,2.20317868896538e-07
100,10,1,10,0.1,20,5.2419582846401e-06
100,10,1,10,0.1,21,0.000129728209877963
100,10,1,10,0.1,22,2.77474565970067e-07
100,10,1,10,0.1,23,8.42969407666046e-05
100,10,1,10,0.1,24,8.54433626096735e-07
100,10,1,10,0.1,25,1.29660462364132e-05
100,10,1,10,0.1,26,5.50616544470653e-06
100,10,1,10,0.1,27,3.58108153028322e-07
100,10,1,10,0.1,28,1.23762962031519e-11
100,10,1,10,0.1,29,2.90989545555508e-05
100,10,1,10,0.1,30,2.53695791238438e-06
1000,10,1,10,0.1,1,1.75798473612419e-64
1000,10,1,10,0.1,2,2.1071019807409e-64
1000,10,1,10,0.1,3,1.01379939640776e-65
1000,10,1,10,0.1,4,7.1625328834768e-63
1000,10,1,10,0.1,5,2.18612534062083e-75
1000,10,1,10,0.1,6,8.75769549617246e-69
1000,10,1,10,0.1,7,2.92551545283543e-68
1000,10,1,10,0.1,8,3.48692026326151e-68
1000,10,1,10,0.1,9,2.82647678281255e-76
1000,10,1,10,0.1,10,3.75890210552321e-66
1000,10,1,10,0.1,11,2.71431065974654e-66
1000,10,1,10,0.1,12,9.49549337141232e-67
1000,10,1,10,0.1,13,1.0069806963791e-63
1000,10,1,10,0.1,14,1.67906403633832e-74
1000,10,1,10,0.1,15,1.90222106690589e-60
1000,10,1,10,0.1,16,1.31411911999978e-65
1000,10,1,10,0.1,17,1.78810372355668e-74
1000,10,1,10,0.1,18,1.38831263970066e-83
1000,10,1,10,0.1,19,4.63442959092157e-68
1000,10,1,10,0.1,20,9.93384169150814e-72
1000,10,1,10,0.1,21,1.68613697912209e-68
1000,10,1,10,0.1,22,3.58986077844206e-67
1000,10,1,10,0.1,23,1.23272638271079e-74
1000,10,1,10,0.1,24,2.07399102081761e-65
1000,10,1,10,0.1,25,2.28385151904767e-70
1000,10,1,10,0.1,26,2.60068728017061e-62
1000,10,1,10,0.1,27,2.29260371744865e-64
1000,10,1,10,0.1,28,5.00962314049458e-74
1000,10,1,10,0.1,29,5.33098214713261e-63
1000,10,1,10,0.1,30,4.0261588989879e-72
10000,10,1,10,0.1,1,0
10000,10,1,10,0.1,2,0
10000,10,1,10,0.1,3,0
10000,10,1,10,0.1,4,0
10000,10,1,10,0.1,5,0
10000,10,1,10,0.1,6,0
10000,10,1,10,0.1,7,0
10000,10,1,10,0.1,8,0
10000,10,1,10,0.1,9,0
10000,10,1,10,0.1,10,0
10000,10,1,10,0.1,11,0
10000,10,1,10,0.1,12,0
10000,10,1,10,0.1,13,0
10000,10,1,10,0.1,14,0
10000,10,1,10,0.1,15,0
10000,10,1,10,0.1,16,0
10000,10,1,10,0.1,17,0
10000,10,1,10,0.1,18,0
10000,10,1,10,0.1,19,0
10000,10,1,10,0.1,20,0
10000,10,1,10,0.1,21,0
10000,10,1,10,0.1,22,0
10000,10,1,10,0.1,23,0
10000,10,1,10,0.1,24,0
10000,10,1,10,0.1,25,0
10000,10,1,10,0.1,26,0
10000,10,1,10,0.1,27,0
10000,10,1,10,0.1,28,0
10000,10,1,10,0.1,29,0
10000,10,1,10,0.1,30,0
100,50,1,10,0.1,1,5.7610009837009e-08
100,50,1,10,0.1,2,0.000155754673833766
100,50,1,10,0.1,3,2.71729180660005e-05
100,50,1,10,0.1,4,0.0134133592240057
100,50,1,10,0.1,5,5.01450220016743e+43
100,50,1,10,0.1,6,2.32669078953354e-10
100,50,1,10,0.1,7,4.1957193386977e-05
100,50,1,10,0.1,8,2.10076054070841e-05
100,50,1,10,0.1,9,0.0724860185104374
100,50,1,10,0.1,10,0.00091399006681386
100,50,1,10,0.1,11,1.05283296207578e-05
100,50,1,10,0.1,12,3.87426727961133e-09
100,50,1,10,0.1,13,1.29942831537118e-10
100,50,1,10,0.1,14,7.8827584638209e-06
100,50,1,10,0.1,15,3.2475908923051e-06
100,50,1,10,0.1,16,0.000170617358912356
100,50,1,10,0.1,17,3.47443350062826e-05
100,50,1,10,0.1,18,1.03817638948e-06
100,50,1,10,0.1,19,9.29930863436801e-07
100,50,1,10,0.1,20,1
100,50,1,10,0.1,21,0.000118383363421688
100,50,1,10,0.1,22,5.43597324071649e-08
100,50,1,10,0.1,23,6.14854152249423e-06
100,50,1,10,0.1,24,1.49281708918629e-06
100,50,1,10,0.1,25,4.40067590677094e-05
100,50,1,10,0.1,26,8.73652401349526e-06
